CTUID,CTNAME,CMAUID,CMANAME,CMATYPE,CMAPUID,PRUID,PRNAME,82110000,82210000,82220000,82440000,82990000,51410000,54110000,54210000,54310000,54510000,54610000,92240000,92210000,79990000
9330142.01,142.01,933,Vancouver,B,59933,59,British Columbia / Colombie-Britannique,2,0,0,0,2,0,0,0,0,0,0,1,0,1
4620127.01,127.01,462,Montréal,B,24462,24,Quebec / Québec,1,6,0,0,3,0,4,2,0,0,4,2,1,1
8250077.31,77.31,825,Calgary,B,48825,48,Alberta,2,0,0,0,0,0,2,0,0,0,0,0,0,1
9330286.01,286.01,933,Vancouver,B,59933,59,British Columbia / Colombie-Britannique,10,0,0,0,1,0,2,0,0,0,1,1,0,3
5290100,100,529,Peterborough,B,35529,35,Ontario,3,0,0,0,1,0,1,0,0,0,0,3,0,4
5050122.02,122.02,505,Ottawa - Gatineau (Ontario part / partie de l'Ontario),B,35505,35,Ontario,4,0,0,0,5,1,3,0,0,0,1,2,0,1
5350506,506,535,Toronto,B,35535,35,Ontario,1,0,0,0,3,0,0,0,0,0,0,0,0,4
5350442.05,442.05,535,Toronto,B,35535,35,Ontario,9,0,0,0,8,0,7,0,0,0,1,0,0,7
5350356,356,535,Toronto,B,35535,35,Ontario,2,2,0,0,1,0,1,0,0,0,0,0,0,1
5290104,104,529,Peterborough,B,35529,35,Ontario,0,0,0,0,2,0,2,0,0,0,1,0,0,4
9330041.02,41.02,933,Vancouver,B,59933,59,British Columbia / Colombie-Britannique,9,0,0,0,13,0,7,0,1,0,4,0,0,3
4210260.02,260.02,421,Québec,B,24421,24,Quebec / Québec,2,0,0,0,0,0,3,0,0,0,1,0,0,0
5050037,37,505,Ottawa - Gatineau (Ontario part / partie de l'Ontario),B,35505,35,Ontario,2,1,0,0,13,0,4,0,1,0,2,0,1,2
9330160.03,160.03,933,Vancouver,B,59933,59,British Columbia / Colombie-Britannique,7,0,0,0,2,0,0,0,0,0,1,1,0,0
5050125.08,125.08,505,Ottawa - Gatineau (Ontario part / partie de l'Ontario),B,35505,35,Ontario,2,0,0,0,3,0,2,0,0,0,1,0,0,1
5350612.12,612.12,535,Toronto,B,35535,35,Ontario,3,0,0,0,0,0,1,0,0,0,0,2,0,2
4620617.02,617.02,462,Montréal,B,24462,24,Quebec / Québec,2,2,0,0,0,0,5,1,0,0,0,0,0,0
5350308.01,308.01,535,Toronto,B,35535,35,Ontario,11,3,0,0,14,0,3,0,2,0,1,4,3,9
5350516.09,516.09,535,Toronto,B,35535,35,Ontario,8,0,0,0,7,2,2,0,0,0,0,0,0,5
7250103,103,725,Saskatoon,B,47725,47,Saskatchewan,3,1,0,0,0,0,2,0,0,0,0,0,0,4
4620687.1,687.1,462,Montréal,B,24462,24,Quebec / Québec,1,0,0,0,0,0,6,0,0,0,1,0,0,1
5800191,191,580,Greater Sudbury / Grand Sudbury,B,35580,35,Ontario,11,0,0,0,1,0,1,0,0,0,0,0,0,4
8350104.12,104.12,835,Edmonton,B,48835,48,Alberta,4,0,0,0,0,0,0,0,0,0,0,0,0,3
8250077.27,77.27,825,Calgary,B,48825,48,Alberta,3,0,0,0,0,0,0,0,0,0,0,0,0,0
9330186.01,186.01,933,Vancouver,B,59933,59,British Columbia / Colombie-Britannique,1,1,0,0,2,0,5,0,0,0,0,1,0,0
5350310.01,310.01,535,Toronto,B,35535,35,Ontario,2,1,0,0,0,0,0,0,0,0,1,0,0,2
4620879.01,879.01,462,Montréal,B,24462,24,Quebec / Québec,4,2,0,0,11,0,6,1,0,0,0,0,0,1
4620701.02,701.02,462,Montréal,B,24462,24,Quebec / Québec,3,0,0,0,4,0,7,2,1,0,5,3,1,1
5350118,118,535,Toronto,B,35535,35,Ontario,1,1,0,0,1,0,3,0,1,0,0,0,0,1
8300013,13,830,Red Deer,K,48830,48,Alberta,6,1,0,0,1,0,2,0,0,0,1,0,0,2
4620775,775,462,Montréal,B,24462,24,Quebec / Québec,0,0,0,0,0,0,1,0,0,1,0,1,0,2
3200006,6,320,Fredericton,K,13320,13,New Brunswick / Nouveau-Brunswick,0,0,0,0,1,0,2,0,0,0,0,1,0,2
5430011.01,11.01,543,Brantford,B,35543,35,Ontario,1,2,0,0,1,1,0,0,0,0,0,1,1,3
5350410.04,410.04,535,Toronto,B,35535,35,Ontario,4,0,0,0,2,0,0,0,0,0,1,1,0,0
6020123,123,602,Winnipeg,B,46602,46,Manitoba,9,0,0,0,4,0,1,1,0,0,1,0,0,4
9330292.04,292.04,933,Vancouver,B,59933,59,British Columbia / Colombie-Britannique,2,0,0,0,1,0,0,0,0,0,0,0,0,0
4210117.01,117.01,421,Québec,B,24421,24,Quebec / Québec,2,1,0,0,6,1,3,0,1,0,2,0,0,3
9350126,126,935,Victoria,B,59935,59,British Columbia / Colombie-Britannique,3,0,0,0,6,0,3,0,0,0,1,0,0,3
9330502.02,502.02,933,Vancouver,B,59933,59,British Columbia / Colombie-Britannique,4,2,0,0,1,0,3,0,0,0,0,1,0,0
5050901,901,505,Ottawa - Gatineau (partie du Québec / Quebec part),B,24505,24,Quebec / Québec,0,0,0,0,1,0,1,1,1,0,0,2,0,1
4500014,14,450,Granby,K,24450,24,Quebec / Québec,0,0,0,0,2,0,0,0,0,0,0,0,0,0
5350612.11,612.11,535,Toronto,B,35535,35,Ontario,3,0,0,0,2,0,3,0,0,0,0,0,0,2
5350297.01,297.01,535,Toronto,B,35535,35,Ontario,2,1,0,0,3,0,5,0,0,0,4,0,0,2
4620725.08,725.08,462,Montréal,B,24462,24,Quebec / Québec,2,0,0,0,5,0,7,1,1,0,3,1,0,3
4210240.02,240.02,421,Québec,B,24421,24,Quebec / Québec,0,1,0,0,9,1,6,0,1,0,0,0,28,6
9330260.05,260.05,933,Vancouver,B,59933,59,British Columbia / Colombie-Britannique,6,0,0,0,0,0,1,0,0,0,0,1,0,1
8300016.03,16.03,830,Red Deer,K,48830,48,Alberta,12,1,0,0,3,0,2,0,0,0,0,0,0,0
5350191,191,535,Toronto,B,35535,35,Ontario,3,3,0,0,1,0,4,0,0,0,1,0,0,0
5590101.04,101.04,559,Windsor,B,35559,35,Ontario,2,0,0,0,0,0,0,0,0,0,0,1,1,1
5320105.06,105.06,532,Oshawa,B,35532,35,Ontario,1,0,0,0,2,0,2,0,0,0,0,0,0,0
4620159,159,462,Montréal,B,24462,24,Quebec / Québec,0,0,0,0,2,0,1,0,1,0,0,0,0,0
5350528.44,528.44,535,Toronto,B,35535,35,Ontario,0,0,0,0,0,0,2,0,0,0,1,0,0,1
5350516.24,516.24,535,Toronto,B,35535,35,Ontario,3,0,0,0,6,1,0,0,0,0,0,1,0,4
5680009,9,568,Barrie,B,35568,35,Ontario,3,0,0,0,3,0,2,0,0,0,1,0,0,1
5350612.03,612.03,535,Toronto,B,35535,35,Ontario,5,0,0,0,3,0,1,0,0,0,0,1,1,1
9320007.02,7.02,932,Abbotsford - Mission,B,59932,59,British Columbia / Colombie-Britannique,3,0,0,0,1,0,1,0,0,0,0,0,0,0
5350052,52,535,Toronto,B,35535,35,Ontario,5,0,0,0,12,0,4,1,1,0,4,0,0,1
8350066.02,66.02,835,Edmonton,B,48835,48,Alberta,2,0,0,0,0,0,3,0,1,0,1,0,0,5
9330291.02,291.02,933,Vancouver,B,59933,59,British Columbia / Colombie-Britannique,13,0,0,0,4,0,2,2,1,0,2,1,0,2
9330504.05,504.05,933,Vancouver,B,59933,59,British Columbia / Colombie-Britannique,4,0,0,0,9,1,10,3,2,0,4,0,0,7
9330186.02,186.02,933,Vancouver,B,59933,59,British Columbia / Colombie-Britannique,3,3,0,0,2,0,0,3,0,0,0,0,0,0
5390210,210,539,St. Catharines - Niagara,B,35539,35,Ontario,8,0,0,0,0,0,1,0,0,0,0,0,0,6
7250018.01,18.01,725,Saskatoon,B,47725,47,Saskatchewan,2,5,0,0,2,0,5,0,0,0,3,1,0,5
5350158,158,535,Toronto,B,35535,35,Ontario,3,2,0,0,1,0,2,0,0,0,2,0,0,1
5800014,14,580,Greater Sudbury / Grand Sudbury,B,35580,35,Ontario,4,0,0,0,1,0,1,0,0,0,1,0,0,0
5320013,13,532,Oshawa,B,35532,35,Ontario,3,0,0,0,6,0,0,0,0,0,1,0,0,2
4420205.03,205.03,442,Trois-Rivières,B,24442,24,Quebec / Québec,1,0,0,0,0,1,1,0,0,0,1,0,0,0
9330287.12,287.12,933,Vancouver,B,59933,59,British Columbia / Colombie-Britannique,4,0,0,0,2,0,1,0,0,0,0,0,0,1
8100002,2,810,Lethbridge,K,48810,48,Alberta,2,3,0,0,3,1,2,0,0,0,0,1,0,7
4620078,78,462,Montréal,B,24462,24,Quebec / Québec,0,0,0,0,2,0,1,0,0,0,1,0,0,3
5350180,180,535,Toronto,B,35535,35,Ontario,3,1,0,0,3,0,15,0,0,0,1,0,0,1
8250054,54,825,Calgary,B,48825,48,Alberta,1,0,0,0,0,0,2,0,0,0,0,0,0,1
5410109.05,109.05,541,Kitchener - Cambridge - Waterloo,B,35541,35,Ontario,3,0,0,0,4,0,1,0,0,0,0,0,0,1
4620636,636,462,Montréal,B,24462,24,Quebec / Québec,2,0,0,0,0,0,6,0,0,0,2,0,0,2
6020029,29,602,Winnipeg,B,46602,46,Manitoba,6,0,0,0,0,0,2,0,0,0,1,1,0,1
4210240.01,240.01,421,Québec,B,24421,24,Quebec / Québec,1,0,0,0,1,0,3,0,0,0,0,0,1,0
4620216,216,462,Montréal,B,24462,24,Quebec / Québec,0,0,0,0,5,0,4,1,0,0,0,0,0,1
5350238.01,238.01,535,Toronto,B,35535,35,Ontario,2,0,0,0,1,1,1,0,1,0,1,0,0,1
5050137.05,137.05,505,Ottawa - Gatineau (Ontario part / partie de l'Ontario),B,35505,35,Ontario,2,0,0,0,8,0,2,0,0,0,0,0,0,3
5350412.24,412.24,535,Toronto,B,35535,35,Ontario,7,0,0,0,3,0,1,1,0,0,1,1,0,0
5390004.01,4.01,539,St. Catharines - Niagara,B,35539,35,Ontario,2,0,0,0,4,0,1,0,0,0,0,0,0,0
6020130.01,130.01,602,Winnipeg,B,46602,46,Manitoba,6,0,0,0,0,0,3,0,0,0,0,0,0,3
9330183.05,183.05,933,Vancouver,B,59933,59,British Columbia / Colombie-Britannique,3,0,0,0,1,0,6,0,0,0,2,1,0,2
5350576.29,576.29,535,Toronto,B,35535,35,Ontario,0,0,0,0,2,0,2,1,0,0,1,0,0,1
5350528.1,528.1,535,Toronto,B,35535,35,Ontario,3,0,0,0,2,0,1,0,0,0,0,0,0,0
5350290,290,535,Toronto,B,35535,35,Ontario,1,1,0,0,2,0,5,0,0,0,3,0,1,2
4620903.01,903.01,462,Montréal,B,24462,24,Quebec / Québec,3,0,0,0,0,0,3,0,0,1,2,0,0,0
5350805.06,805.06,535,Toronto,B,35535,35,Ontario,6,0,0,0,2,0,3,1,0,0,2,0,0,1
4620105,105,462,Montréal,B,24462,24,Quebec / Québec,1,0,0,0,1,0,6,2,1,0,4,0,0,0
5350411.08,411.08,535,Toronto,B,35535,35,Ontario,3,3,0,0,12,13,16,2,0,2,21,8,0,19
9330284.02,284.02,933,Vancouver,B,59933,59,British Columbia / Colombie-Britannique,6,0,0,0,5,0,1,1,1,0,1,0,0,1
5350573.09,573.09,535,Toronto,B,35535,35,Ontario,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4590011,11,459,Saint-Jean-sur-Richelieu,K,24459,24,Quebec / Québec,1,0,0,0,0,0,3,0,0,0,0,0,0,5
4500201,201,450,Granby,K,24450,24,Quebec / Québec,1,0,0,0,1,0,2,1,2,0,0,0,0,1
9330015.02,15.02,933,Vancouver,B,59933,59,British Columbia / Colombie-Britannique,5,0,0,0,4,0,1,0,0,0,1,0,0,3
8350001.07,1.07,835,Edmonton,B,48835,48,Alberta,2,0,0,0,5,0,4,0,0,0,0,0,0,3
5050602.01,602.01,505,Ottawa - Gatineau (partie du Québec / Quebec part),B,24505,24,Quebec / Québec,5,0,0,0,1,0,3,0,0,0,0,0,0,4
5350412.08,412.08,535,Toronto,B,35535,35,Ontario,3,0,0,0,1,0,0,0,0,0,0,0,0,2
4590303,303,459,Saint-Jean-sur-Richelieu,K,24459,24,Quebec / Québec,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5350520.09,520.09,535,Toronto,B,35535,35,Ontario,3,1,0,0,7,0,1,0,0,0,0,0,0,0
8350016.02,16.02,835,Edmonton,B,48835,48,Alberta,3,0,0,0,0,0,1,0,0,0,0,0,0,2
4620382.02,382.02,462,Montréal,B,24462,24,Quebec / Québec,2,0,0,0,1,0,0,1,0,0,1,0,0,0
5350531.01,531.01,535,Toronto,B,35535,35,Ontario,3,0,0,0,0,0,0,0,0,0,0,0,0,1
9330181.1,181.1,933,Vancouver,B,59933,59,British Columbia / Colombie-Britannique,6,4,0,0,2,0,0,0,0,0,0,0,0,1
4620826.07,826.07,462,Montréal,B,24462,24,Quebec / Québec,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9330068,68,933,Vancouver,B,59933,59,British Columbia / Colombie-Britannique,0,0,0,0,5,0,2,0,0,0,0,0,0,11
3100011,11,310,Saint John,B,13310,13,New Brunswick / Nouveau-Brunswick,5,2,0,0,30,1,10,4,3,0,7,1,24,22
9330148,148,933,Vancouver,B,59933,59,British Columbia / Colombie-Britannique,6,3,0,3,17,3,11,2,3,0,4,2,0,17
5350585.1,585.1,535,Toronto,B,35535,35,Ontario,2,0,0,0,3,0,1,0,0,0,1,0,0,0
5350051,51,535,Toronto,B,35535,35,Ontario,4,0,0,1,3,0,2,0,1,0,1,0,0,0
5410122.01,122.01,541,Kitchener - Cambridge - Waterloo,B,35541,35,Ontario,4,0,0,0,1,0,0,0,0,0,0,0,0,0
4620146,146,462,Montréal,B,24462,24,Quebec / Québec,1,0,0,0,1,0,3,0,0,0,3,0,0,0
9150010.03,10.03,915,Kelowna,B,59915,59,British Columbia / Colombie-Britannique,2,0,0,0,4,0,6,0,0,0,0,0,0,2
4210160.01,160.01,421,Québec,B,24421,24,Quebec / Québec,1,2,0,0,10,0,18,0,0,0,2,0,0,6
9330103,103,933,Vancouver,B,59933,59,British Columbia / Colombie-Britannique,5,0,0,0,7,0,3,1,0,0,4,0,0,2
5550039,39,555,London,B,35555,35,Ontario,2,1,0,0,1,0,3,0,0,0,1,0,0,0
4620682.03,682.03,462,Montréal,B,24462,24,Quebec / Québec,3,0,0,0,1,0,0,0,0,0,0,0,0,0
4620755.02,755.02,462,Montréal,B,24462,24,Quebec / Québec,1,0,0,0,1,0,1,0,0,0,0,0,0,3
4620646.03,646.03,462,Montréal,B,24462,24,Quebec / Québec,0,0,0,0,2,0,5,1,0,0,1,0,0,1
5350286,286,535,Toronto,B,35535,35,Ontario,6,3,0,0,4,3,2,1,0,1,1,0,0,3
5350270.01,270.01,535,Toronto,B,35535,35,Ontario,4,1,0,0,0,0,2,0,0,0,2,0,0,0
5350236.01,236.01,535,Toronto,B,35535,35,Ontario,1,1,0,0,2,0,1,0,0,2,2,0,0,0
4620351,351,462,Montréal,B,24462,24,Quebec / Québec,1,1,0,0,3,0,0,0,2,0,3,0,0,1
5350376.06,376.06,535,Toronto,B,35535,35,Ontario,3,2,0,0,22,4,7,3,2,0,12,0,0,6
5350318,318,535,Toronto,B,35535,35,Ontario,6,2,0,0,8,0,3,0,0,0,2,0,0,1
5350571.01,571.01,535,Toronto,B,35535,35,Ontario,2,0,0,0,1,0,4,0,0,1,1,0,0,0
4470013,13,447,Drummondville,K,24447,24,Quebec / Québec,1,0,0,0,0,0,0,0,0,0,0,1,0,2
5050841.06,841.06,505,Ottawa - Gatineau (partie du Québec / Quebec part),B,24505,24,Quebec / Québec,0,0,0,0,2,0,0,0,0,0,0,2,0,2
5050137.03,137.03,505,Ottawa - Gatineau (Ontario part / partie de l'Ontario),B,35505,35,Ontario,3,0,0,0,0,0,0,0,0,0,0,1,0,0
8250038.18,38.18,825,Calgary,B,48825,48,Alberta,5,1,0,0,3,0,2,0,0,0,3,0,0,0
4620656.01,656.01,462,Montréal,B,24462,24,Quebec / Québec,2,1,0,0,1,0,1,0,1,0,0,0,0,2
4210320.08,320.08,421,Québec,B,24421,24,Quebec / Québec,1,0,0,0,1,0,1,0,0,0,0,0,0,1
9330007.02,7.02,933,Vancouver,B,59933,59,British Columbia / Colombie-Britannique,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7050010,10,705,Regina,B,47705,47,Saskatchewan,2,1,0,0,2,0,1,0,0,0,1,1,0,0
4210845.04,845.04,421,Québec,B,24421,24,Quebec / Québec,2,0,0,0,2,0,1,0,0,0,0,0,1,0
4590204,204,459,Saint-Jean-sur-Richelieu,K,24459,24,Quebec / Québec,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9700006,6,970,Prince George,K,59970,59,British Columbia / Colombie-Britannique,15,0,0,0,0,2,3,0,1,0,0,0,0,2
5390311.02,311.02,539,St. Catharines - Niagara,B,35539,35,Ontario,2,0,0,0,1,0,4,0,0,0,2,0,0,3
8350043,43,835,Edmonton,B,48835,48,Alberta,7,1,0,0,0,0,0,0,0,0,0,1,0,0
2050009,9,205,Halifax,B,12205,12,Nova Scotia / Nouvelle-Écosse,3,15,0,0,58,0,20,3,1,0,9,2,8,48
6020500.02,500.02,602,Winnipeg,B,46602,46,Manitoba,10,0,0,0,0,0,2,0,0,0,0,0,0,7
5350042,42,535,Toronto,B,35535,35,Ontario,3,1,0,0,3,0,5,2,0,0,2,0,1,1
9330147.09,147.09,933,Vancouver,B,59933,59,British Columbia / Colombie-Britannique,0,1,0,0,1,0,0,0,0,0,0,0,0,0
9330184.11,184.11,933,Vancouver,B,59933,59,British Columbia / Colombie-Britannique,2,0,0,0,0,0,0,0,0,0,0,0,0,0
6020033,33,602,Winnipeg,B,46602,46,Manitoba,3,0,0,0,0,0,1,2,0,0,2,0,0,3
2050106.02,106.02,205,Halifax,B,12205,12,Nova Scotia / Nouvelle-Écosse,2,0,0,0,0,0,5,0,0,0,0,0,0,3
9350013.01,13.01,935,Victoria,B,59935,59,British Columbia / Colombie-Britannique,9,1,0,1,5,0,2,1,0,0,1,0,15,0
5350292,292,535,Toronto,B,35535,35,Ontario,4,1,0,0,4,1,11,0,0,0,6,1,0,4
5680202,202,568,Barrie,B,35568,35,Ontario,5,0,0,0,3,0,5,0,3,2,1,2,0,7
8250076.23,76.23,825,Calgary,B,48825,48,Alberta,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5290012,12,529,Peterborough,B,35529,35,Ontario,6,0,0,0,4,0,3,2,0,1,0,0,0,5
2050104.02,104.02,205,Halifax,B,12205,12,Nova Scotia / Nouvelle-Écosse,5,0,0,0,3,0,0,0,0,0,0,0,0,2
4620731,731,462,Montréal,B,24462,24,Quebec / Québec,3,0,0,0,0,0,4,0,0,0,0,2,0,2
9350121.04,121.04,935,Victoria,B,59935,59,British Columbia / Colombie-Britannique,5,0,0,0,2,0,1,0,0,0,0,0,0,1
5370028,28,537,Hamilton,B,35537,35,Ontario,2,1,0,0,1,0,1,0,1,0,0,0,0,0
4330113.02,113.02,433,Sherbrooke,B,24433,24,Quebec / Québec,1,0,0,0,2,0,3,1,0,0,0,1,0,1
5390007.01,7.01,539,St. Catharines - Niagara,B,35539,35,Ontario,4,0,0,0,1,0,3,0,0,0,0,0,0,1
4330111.08,111.08,433,Sherbrooke,B,24433,24,Quebec / Québec,0,0,0,0,0,0,2,0,0,0,1,0,0,0
5390013.02,13.02,539,St. Catharines - Niagara,B,35539,35,Ontario,2,0,0,0,5,1,4,0,0,0,0,0,0,0
5550034,34,555,London,B,35555,35,Ontario,4,0,0,0,25,0,8,0,0,0,1,0,1,0
5350028,28,535,Toronto,B,35535,35,Ontario,0,0,0,0,2,0,3,2,0,1,2,0,0,4
4620413.02,413.02,462,Montréal,B,24462,24,Quebec / Québec,0,0,0,0,0,0,3,0,0,0,0,0,0,0
9300005,5,930,Chilliwack,K,59930,59,British Columbia / Colombie-Britannique,3,0,0,0,3,0,5,1,0,0,4,1,0,3
5350600.02,600.02,535,Toronto,B,35535,35,Ontario,4,1,0,0,6,1,2,0,0,0,0,0,0,0
4620831.09,831.09,462,Montréal,B,24462,24,Quebec / Québec,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4620851,851,462,Montréal,B,24462,24,Quebec / Québec,4,1,0,0,11,0,9,0,1,0,4,0,0,4
3050015,15,305,Moncton,B,13305,13,New Brunswick / Nouveau-Brunswick,3,0,0,0,2,0,4,2,1,0,1,1,2,2
4620758.03,758.03,462,Montréal,B,24462,24,Quebec / Québec,3,0,0,0,2,0,2,0,0,0,0,0,0,0
5350108,108,535,Toronto,B,35535,35,Ontario,5,1,0,0,1,0,4,0,0,0,1,0,0,1
9330024,24,933,Vancouver,B,59933,59,British Columbia / Colombie-Britannique,1,0,0,0,3,0,2,0,0,0,0,0,0,1
4620858.02,858.02,462,Montréal,B,24462,24,Quebec / Québec,6,0,0,0,1,0,4,0,0,0,0,0,0,2
9330285.01,285.01,933,Vancouver,B,59933,59,British Columbia / Colombie-Britannique,5,0,0,0,4,0,6,1,2,0,2,0,0,3
8350090.21,90.21,835,Edmonton,B,48835,48,Alberta,3,0,0,0,0,0,1,0,0,0,0,0,0,0
4620826.05,826.05,462,Montréal,B,24462,24,Quebec / Québec,0,0,0,0,4,0,5,0,1,0,1,0,0,4
9330187.12,187.12,933,Vancouver,B,59933,59,British Columbia / Colombie-Britannique,3,1,0,0,0,0,4,0,0,0,0,0,0,0
8250034,34,825,Calgary,B,48825,48,Alberta,4,1,0,0,0,0,4,1,0,0,1,0,0,3
5410129.01,129.01,541,Kitchener - Cambridge - Waterloo,B,35541,35,Ontario,4,0,0,0,3,0,2,0,0,0,0,0,0,1
4620677.05,677.05,462,Montréal,B,24462,24,Quebec / Québec,2,0,0,0,2,0,3,0,0,0,0,0,0,1
5350570.01,570.01,535,Toronto,B,35535,35,Ontario,9,2,0,0,11,2,9,0,1,1,8,2,0,7
5350129,129,535,Toronto,B,35535,35,Ontario,5,2,0,0,14,0,5,0,0,0,2,0,2,6
4620685.06,685.06,462,Montréal,B,24462,24,Quebec / Québec,2,0,0,0,2,0,3,1,1,0,1,0,9,1
4620051,51,462,Montréal,B,24462,24,Quebec / Québec,0,5,0,0,3,0,3,0,0,0,3,0,0,0
8350165.02,165.02,835,Edmonton,B,48835,48,Alberta,6,0,0,0,0,0,1,0,0,0,0,0,0,0
5900001.01,1.01,590,Sault Ste. Marie,K,35590,35,Ontario,4,0,0,0,1,0,0,0,0,0,0,0,0,0
5680006,6,568,Barrie,B,35568,35,Ontario,4,0,0,0,37,1,12,0,2,0,6,2,0,11
4620656.04,656.04,462,Montréal,B,24462,24,Quebec / Québec,1,0,0,0,2,0,2,0,1,0,0,0,0,0
5410131.06,131.06,541,Kitchener - Cambridge - Waterloo,B,35541,35,Ontario,4,0,0,0,2,0,1,0,0,0,1,0,0,1
9330053.01,53.01,933,Vancouver,B,59933,59,British Columbia / Colombie-Britannique,5,0,0,0,2,0,1,1,0,0,1,0,2,7
4620207,207,462,Montréal,B,24462,24,Quebec / Québec,1,0,0,0,1,0,5,1,0,0,0,2,2,0
8250038.32,38.32,825,Calgary,B,48825,48,Alberta,1,0,0,0,0,0,0,0,0,0,0,1,0,0
6020150.01,150.01,602,Winnipeg,B,46602,46,Manitoba,4,0,0,0,1,0,1,0,0,0,1,0,0,1
4420203,203,442,Trois-Rivières,B,24442,24,Quebec / Québec,2,0,0,0,0,0,5,0,0,0,0,1,0,3
5350215,215,535,Toronto,B,35535,35,Ontario,13,2,0,0,7,4,3,3,7,0,2,1,0,2
7250102.01,102.01,725,Saskatoon,B,47725,47,Saskatchewan,7,13,0,0,1,0,13,1,0,1,0,5,0,6
5350585.05,585.05,535,Toronto,B,35535,35,Ontario,5,1,0,0,1,0,0,0,0,0,0,0,0,4
4620652.09,652.09,462,Montréal,B,24462,24,Quebec / Québec,0,0,0,0,0,0,3,0,0,0,1,0,0,0
5350342,342,535,Toronto,B,35535,35,Ontario,2,2,0,0,0,0,3,0,0,0,2,0,0,0
5500009.04,9.04,550,Guelph,B,35550,35,Ontario,4,1,0,0,3,0,4,0,0,0,1,0,0,0
5370222.01,222.01,537,Hamilton,B,35537,35,Ontario,0,0,0,0,4,0,0,0,0,0,0,1,0,2
7250012.02,12.02,725,Saskatoon,B,47725,47,Saskatchewan,2,3,0,0,0,0,2,0,0,0,0,0,0,1
4620397,397,462,Montréal,B,24462,24,Quebec / Québec,2,0,0,0,0,0,0,0,0,0,0,0,0,0
5370101.02,101.02,537,Hamilton,B,35537,35,Ontario,3,0,0,0,0,0,0,0,0,0,0,0,0,1
5350411.18,411.18,535,Toronto,B,35535,35,Ontario,1,0,0,0,1,0,0,0,0,0,0,0,0,0
5350331.04,331.04,535,Toronto,B,35535,35,Ontario,2,0,0,0,3,0,1,0,0,0,0,0,0,3
4420101.02,101.02,442,Trois-Rivières,B,24442,24,Quebec / Québec,3,2,0,0,5,0,4,3,1,0,0,0,0,4
4470014,14,447,Drummondville,K,24447,24,Quebec / Québec,1,0,0,0,0,0,4,0,0,0,0,1,0,0
9330033.02,33.02,933,Vancouver,B,59933,59,British Columbia / Colombie-Britannique,2,0,0,0,0,0,0,0,0,0,0,0,0,0
5050140.05,140.05,505,Ottawa - Gatineau (Ontario part / partie de l'Ontario),B,35505,35,Ontario,2,0,0,0,2,0,0,0,0,1,0,0,0,1
4210260.01,260.01,421,Québec,B,24421,24,Quebec / Québec,2,0,0,0,0,0,1,0,0,0,0,0,0,2
5410131.05,131.05,541,Kitchener - Cambridge - Waterloo,B,35541,35,Ontario,3,0,0,0,1,0,0,0,0,0,0,0,0,1
4620352,352,462,Montréal,B,24462,24,Quebec / Québec,2,0,0,0,6,1,3,0,0,0,1,0,0,1
10100.03,100.03,1,St. John's,B,10001,10,Newfoundland and Labrador / Terre-Neuve-et-Labrador,0,0,0,0,0,0,0,0,0,0,0,0,0,6
4620290.05,290.05,462,Montréal,B,24462,24,Quebec / Québec,1,1,1,0,0,0,2,0,0,0,3,0,0,1
6020028,28,602,Winnipeg,B,46602,46,Manitoba,4,0,0,0,1,0,6,1,0,0,2,0,0,1
9330051.02,51.02,933,Vancouver,B,59933,59,British Columbia / Colombie-Britannique,5,0,0,0,2,0,4,1,1,0,1,0,0,0
5350424.12,424.12,535,Toronto,B,35535,35,Ontario,9,0,0,0,4,0,2,0,0,0,0,0,0,2
5800013,13,580,Greater Sudbury / Grand Sudbury,B,35580,35,Ontario,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4620065.01,65.01,462,Montréal,B,24462,24,Quebec / Québec,0,2,0,0,9,0,16,0,0,0,1,2,0,2
4620080,80,462,Montréal,B,24462,24,Quebec / Québec,0,0,0,0,1,0,1,0,0,0,0,0,1,1
9330037.01,37.01,933,Vancouver,B,59933,59,British Columbia / Colombie-Britannique,0,0,0,0,0,0,5,0,0,0,1,0,0,0
5350002,2,535,Toronto,B,35535,35,Ontario,2,0,0,0,1,0,0,0,0,0,0,1,0,6
4210340.01,340.01,421,Québec,B,24421,24,Quebec / Québec,0,0,0,0,1,0,4,0,0,0,0,0,0,0
5390309,309,539,St. Catharines - Niagara,B,35539,35,Ontario,6,0,0,0,0,0,1,0,0,0,1,0,0,0
5050613.04,613.04,505,Ottawa - Gatineau (partie du Québec / Quebec part),B,24505,24,Quebec / Québec,3,0,0,0,0,0,0,0,0,0,0,0,0,2
7050100.09,100.09,705,Regina,B,47705,47,Saskatchewan,2,3,0,0,4,0,0,0,0,0,0,0,0,4
8350075.08,75.08,835,Edmonton,B,48835,48,Alberta,3,0,0,0,0,0,0,0,0,0,0,0,0,1
4620602.02,602.02,462,Montréal,B,24462,24,Quebec / Québec,1,0,0,0,1,2,3,0,0,0,0,0,0,1
