CTUID,CTNAME,CMAUID,CMANAME,CMATYPE,CMAPUID,PRUID,PRNAME,82110000,82210000,82220000,82440000,82990000,51410000,54110000,54210000,54310000,54510000,54610000,92240000,92210000,79990000
4500016,16,450,Granby,K,24450,24,Quebec / Québec,0,0,0,0,1,0,1,1,1,0,0,0,0,2
4620760,760,462,Montréal,B,24462,24,Quebec / Québec,1,1,0,0,4,0,4,1,0,0,0,1,0,2
5050630.02,630.02,505,Ottawa - Gatineau (partie du Québec / Quebec part),B,24505,24,Quebec / Québec,2,0,0,0,0,0,4,0,0,0,2,0,0,6
5350184.02,184.02,535,Toronto,B,35535,35,Ontario,1,1,0,0,0,0,1,0,0,0,2,1,0,0
9330002.04,2.04,933,Vancouver,B,59933,59,British Columbia / Colombie-Britannique,0,0,0,0,0,0,1,0,0,0,0,1,0,0
5350273.02,273.02,535,Toronto,B,35535,35,Ontario,4,2,0,0,2,0,0,0,0,0,0,1,0,0
5550001.02,1.02,555,London,B,35555,35,Ontario,4,2,0,0,2,3,3,1,0,2,3,0,1,3
2050109,109,205,Halifax,B,12205,12,Nova Scotia / Nouvelle-Écosse,2,1,0,0,0,0,3,0,0,0,0,0,0,0
5950011.02,11.02,595,Thunder Bay,B,35595,35,Ontario,2,0,0,0,1,0,1,0,0,0,2,0,0,0
6020539.01,539.01,602,Winnipeg,B,46602,46,Manitoba,1,0,0,0,0,0,0,0,0,0,0,0,0,2
5350278,278,535,Toronto,B,35535,35,Ontario,10,1,0,0,5,0,1,0,0,0,0,0,0,1
5320100.02,100.02,532,Oshawa,B,35532,35,Ontario,3,1,0,0,1,0,4,0,0,0,0,0,0,1
4620069,69,462,Montréal,B,24462,24,Quebec / Québec,0,0,0,0,2,0,3,0,0,0,1,0,1,2
8350060.02,60.02,835,Edmonton,B,48835,48,Alberta,4,0,0,0,1,0,1,0,0,0,1,0,0,2
4620122,122,462,Montréal,B,24462,24,Quebec / Québec,1,0,0,0,2,0,6,0,1,0,2,0,0,0
9330190.03,190.03,933,Vancouver,B,59933,59,British Columbia / Colombie-Britannique,11,6,0,0,8,0,10,2,1,1,4,2,2,6
9330031.01,31.01,933,Vancouver,B,59933,59,British Columbia / Colombie-Britannique,0,0,0,0,2,0,5,2,0,0,5,0,0,0
5350367.01,367.01,535,Toronto,B,35535,35,Ontario,1,1,0,0,1,0,0,0,0,0,1,0,0,3
5220002,2,522,Belleville,K,35522,35,Ontario,0,0,0,0,1,0,3,0,0,0,0,0,0,1
5220014,14,522,Belleville,K,35522,35,Ontario,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7250110,110,725,Saskatoon,B,47725,47,Saskatchewan,1,1,0,0,0,0,0,0,0,0,0,0,0,1
5320105.07,105.07,532,Oshawa,B,35532,35,Ontario,7,1,0,0,3,0,0,0,0,0,0,0,0,0
8350030,30,835,Edmonton,B,48835,48,Alberta,0,0,0,0,5,0,3,0,1,0,1,2,0,1
2050132.06,132.06,205,Halifax,B,12205,12,Nova Scotia / Nouvelle-Écosse,4,0,0,0,0,1,1,0,0,1,0,0,0,2
7050013,13,705,Regina,B,47705,47,Saskatchewan,2,19,0,0,47,1,3,1,0,0,2,1,9,48
5050170.05,170.05,505,Ottawa - Gatineau (Ontario part / partie de l'Ontario),B,35505,35,Ontario,0,0,0,0,2,0,0,0,0,0,0,0,0,0
5680201,201,568,Barrie,B,35568,35,Ontario,3,0,0,0,1,0,1,0,0,0,0,3,0,10
4620639,639,462,Montréal,B,24462,24,Quebec / Québec,6,0,0,0,0,0,4,0,0,0,0,0,1,2
4470008,8,447,Drummondville,K,24447,24,Quebec / Québec,1,3,0,0,5,1,4,0,0,0,0,0,1,3
5350575.08,575.08,535,Toronto,B,35535,35,Ontario,4,0,0,0,2,0,1,0,0,0,0,0,0,0
5050031,31,505,Ottawa - Gatineau (Ontario part / partie de l'Ontario),B,35505,35,Ontario,0,0,0,0,6,0,8,0,0,0,1,0,0,1
5390007.02,7.02,539,St. Catharines - Niagara,B,35539,35,Ontario,6,0,0,0,0,0,2,0,0,0,1,0,0,3
5550025,25,555,London,B,35555,35,Ontario,4,0,0,0,0,0,1,2,0,0,1,0,0,1
5350614.02,614.02,535,Toronto,B,35535,35,Ontario,2,0,0,0,2,0,0,0,0,0,1,0,0,1
9320205,205,932,Abbotsford - Mission,B,59932,59,British Columbia / Colombie-Britannique,10,0,0,0,1,0,2,0,0,0,0,1,1,1
5590172,172,559,Windsor,B,35559,35,Ontario,3,0,0,0,0,0,0,0,0,0,1,0,0,1
5350099,99,535,Toronto,B,35535,35,Ontario,0,2,0,0,1,1,3,0,0,0,1,0,0,0
4620677.1,677.1,462,Montréal,B,24462,24,Quebec / Québec,1,1,0,0,0,0,2,0,0,0,0,0,0,0
5350248.04,248.04,535,Toronto,B,35535,35,Ontario,0,6,0,0,0,0,0,0,0,0,0,0,0,1
4210140.02,140.02,421,Québec,B,24421,24,Quebec / Québec,1,0,0,0,1,0,6,1,0,0,0,0,0,2
4590301,301,459,Saint-Jean-sur-Richelieu,K,24459,24,Quebec / Québec,1,1,0,0,1,0,2,1,0,0,0,0,0,0
9350012,12,935,Victoria,B,59935,59,British Columbia / Colombie-Britannique,3,0,0,0,9,0,3,0,0,0,2,0,0,9
3050110,110,305,Moncton,B,13305,13,New Brunswick / Nouveau-Brunswick,0,0,0,0,0,0,2,0,0,0,0,0,0,1
9330147.07,147.07,933,Vancouver,B,59933,59,British Columbia / Colombie-Britannique,2,4,0,1,14,0,15,3,2,0,6,0,0,5
5350633,633,535,Toronto,B,35535,35,Ontario,0,0,0,0,3,0,1,0,0,0,1,1,0,6
8350041,41,835,Edmonton,B,48835,48,Alberta,4,0,0,0,2,0,0,0,0,0,0,0,0,1
4620326.02,326.02,462,Montréal,B,24462,24,Quebec / Québec,3,2,0,0,5,0,6,2,2,0,0,0,0,2
5350520.01,520.01,535,Toronto,B,35535,35,Ontario,8,1,0,0,2,0,4,0,0,1,1,0,0,1
9250001,1,925,Kamloops,K,59925,59,British Columbia / Colombie-Britannique,0,0,0,0,0,0,0,0,0,1,0,0,0,5
4620195.02,195.02,462,Montréal,B,24462,24,Quebec / Québec,1,0,0,0,2,0,4,0,0,0,2,0,0,0
7050009.02,9.02,705,Regina,B,47705,47,Saskatchewan,4,2,0,0,1,0,1,0,0,0,1,0,0,1
3100025.02,25.02,310,Saint John,B,13310,13,New Brunswick / Nouveau-Brunswick,1,0,0,0,0,0,2,0,1,0,0,1,0,0
7050022.02,22.02,705,Regina,B,47705,47,Saskatchewan,3,3,0,0,3,0,0,0,0,0,0,0,0,3
4620876.05,876.05,462,Montréal,B,24462,24,Quebec / Québec,2,0,0,0,1,0,3,0,0,0,1,0,0,0
9350003.02,3.02,935,Victoria,B,59935,59,British Columbia / Colombie-Britannique,2,1,0,0,5,0,1,1,0,0,0,0,1,4
5550006.02,6.02,555,London,B,35555,35,Ontario,0,0,0,0,0,0,4,0,0,0,0,1,0,2
5350475,475,535,Toronto,B,35535,35,Ontario,8,0,0,0,2,0,5,1,1,2,0,1,0,5
5350638,638,535,Toronto,B,35535,35,Ontario,1,0,0,0,2,0,2,1,0,0,0,1,0,1
8350073,73,835,Edmonton,B,48835,48,Alberta,2,0,0,0,1,0,2,1,0,0,0,0,0,2
5370040,40,537,Hamilton,B,35537,35,Ontario,3,1,0,0,2,0,3,0,0,0,1,0,0,0
5390014.03,14.03,539,St. Catharines - Niagara,B,35539,35,Ontario,3,0,0,0,1,0,3,0,0,0,0,0,0,0
9330020,20,933,Vancouver,B,59933,59,British Columbia / Colombie-Britannique,12,0,0,0,2,0,1,0,0,0,0,1,28,1
9150015,15,915,Kelowna,B,59915,59,British Columbia / Colombie-Britannique,4,0,0,0,1,0,2,0,0,0,0,0,0,0
5350485.02,485.02,535,Toronto,B,35535,35,Ontario,9,0,0,0,7,0,4,0,1,0,0,1,0,7
4620684.1,684.1,462,Montréal,B,24462,24,Quebec / Québec,0,0,0,0,1,0,2,0,0,0,0,0,2,4
8250204.05,204.05,825,Calgary,B,48825,48,Alberta,5,0,0,0,0,0,0,1,0,0,2,1,0,2
5320014.02,14.02,532,Oshawa,B,35532,35,Ontario,2,0,0,0,0,0,0,0,0,0,2,1,0,1
5350585.02,585.02,535,Toronto,B,35535,35,Ontario,4,0,0,0,2,0,1,0,0,0,0,0,0,1
5350585.03,585.03,535,Toronto,B,35535,35,Ontario,3,0,0,0,7,1,4,1,0,0,3,2,0,8
9700009,9,970,Prince George,K,59970,59,British Columbia / Colombie-Britannique,1,2,0,0,2,2,2,0,0,0,1,1,0,6
7250018.05,18.05,725,Saskatoon,B,47725,47,Saskatchewan,1,3,0,0,1,0,1,0,0,0,0,0,0,1
5370022,22,537,Hamilton,B,35537,35,Ontario,0,0,0,0,1,0,1,0,0,0,0,0,0,2
5370203,203,537,Hamilton,B,35537,35,Ontario,0,0,0,0,3,0,1,0,0,0,1,0,0,3
8050010,10,805,Medicine Hat,K,48805,48,Alberta,42,0,0,0,1,0,0,0,0,0,0,0,0,1
8250077.23,77.23,825,Calgary,B,48825,48,Alberta,3,0,0,0,1,0,2,0,0,0,0,0,0,0
5430012,12,543,Brantford,B,35543,35,Ontario,9,0,0,0,12,0,2,0,0,0,1,1,0,4
8350090.12,90.12,835,Edmonton,B,48835,48,Alberta,3,0,0,0,0,0,0,0,0,0,0,0,0,0
10100.01,100.01,1,St. John's,B,10001,10,Newfoundland and Labrador / Terre-Neuve-et-Labrador,0,0,0,0,1,0,8,0,0,0,0,0,0,3
9330033.01,33.01,933,Vancouver,B,59933,59,British Columbia / Colombie-Britannique,2,0,0,0,3,0,2,2,0,0,3,0,0,1
5950100.03,100.03,595,Thunder Bay,B,35595,35,Ontario,6,0,0,0,0,0,3,2,0,0,0,0,0,5
4210019,19,421,Québec,B,24421,24,Quebec / Québec,1,2,0,0,0,0,6,1,0,0,2,0,0,3
5350612.07,612.07,535,Toronto,B,35535,35,Ontario,7,0,0,0,2,0,1,0,0,0,0,0,0,0
5350527.08,527.08,535,Toronto,B,35535,35,Ontario,0,0,0,0,1,0,2,0,1,0,1,0,0,0
5050161.04,161.04,505,Ottawa - Gatineau (Ontario part / partie de l'Ontario),B,35505,35,Ontario,2,0,0,0,1,0,1,0,0,0,0,0,0,1
5350562.12,562.12,535,Toronto,B,35535,35,Ontario,0,0,0,0,0,0,5,0,0,0,0,0,0,0
5350516.22,516.22,535,Toronto,B,35535,35,Ontario,5,0,0,0,0,0,0,0,0,0,0,0,0,1
4620662,662,462,Montréal,B,24462,24,Quebec / Québec,1,0,0,0,0,0,2,0,0,0,0,2,0,1
8350037,37,835,Edmonton,B,48835,48,Alberta,7,1,0,0,2,0,0,0,0,0,0,0,0,0
5350420.09,420.09,535,Toronto,B,35535,35,Ontario,1,1,0,0,3,0,1,1,0,1,2,0,0,0
7050025.02,25.02,705,Regina,B,47705,47,Saskatchewan,3,2,0,0,1,0,0,0,0,0,0,0,0,1
5050140.06,140.06,505,Ottawa - Gatineau (Ontario part / partie de l'Ontario),B,35505,35,Ontario,0,0,0,0,1,0,2,1,0,0,0,0,0,0
5350516.43,516.43,535,Toronto,B,35535,35,Ontario,7,1,0,0,2,0,1,0,0,0,0,0,0,2
5370035,35,537,Hamilton,B,35537,35,Ontario,4,0,0,1,0,0,1,0,0,0,0,0,0,0
4620093,93,462,Montréal,B,24462,24,Quebec / Québec,1,1,0,0,1,0,5,0,0,0,2,0,0,0
4210010,10,421,Québec,B,24421,24,Quebec / Québec,1,1,0,0,0,0,1,0,0,0,0,0,0,0
4620097.01,97.01,462,Montréal,B,24462,24,Quebec / Québec,4,0,0,0,5,1,7,0,2,0,3,0,0,1
5950101,101,595,Thunder Bay,B,35595,35,Ontario,2,0,0,0,0,0,1,1,0,0,0,0,0,7
5900006,6,590,Sault Ste. Marie,K,35590,35,Ontario,6,1,0,0,20,0,5,1,0,0,2,2,5,15
5430201,201,543,Brantford,B,35543,35,Ontario,4,0,0,0,2,0,2,1,1,0,0,1,0,6
5410107.02,107.02,541,Kitchener - Cambridge - Waterloo,B,35541,35,Ontario,9,1,0,0,23,0,3,1,1,0,0,1,0,5
5350424.05,424.05,535,Toronto,B,35535,35,Ontario,10,0,0,0,3,0,6,1,0,0,0,0,0,1
4210800.01,800.01,421,Québec,B,24421,24,Quebec / Québec,0,4,1,0,5,0,5,0,0,0,1,0,0,0
4210018,18,421,Québec,B,24421,24,Quebec / Québec,0,9,0,0,1,0,3,0,0,0,3,0,0,0
5750005,5,575,North Bay,K,35575,35,Ontario,7,1,0,0,18,1,6,1,0,0,2,0,0,12
5590020,20,559,Windsor,B,35559,35,Ontario,4,0,0,0,1,0,3,0,0,0,1,1,0,0
9330115,115,933,Vancouver,B,59933,59,British Columbia / Colombie-Britannique,8,0,0,0,3,0,2,0,0,0,0,1,0,0
7050027,27,705,Regina,B,47705,47,Saskatchewan,4,6,0,0,3,3,3,1,0,0,1,2,0,2
4620068,68,462,Montréal,B,24462,24,Quebec / Québec,0,0,0,0,0,0,1,0,1,0,0,0,0,0
5370202,202,537,Hamilton,B,35537,35,Ontario,5,0,0,0,0,1,1,0,0,0,0,0,0,1
5590100.02,100.02,559,Windsor,B,35559,35,Ontario,4,0,0,0,1,0,1,0,0,1,0,0,0,2
3100110.02,110.02,310,Saint John,B,13310,13,New Brunswick / Nouveau-Brunswick,1,0,0,0,4,0,3,1,0,0,3,0,0,0
4620153,153,462,Montréal,B,24462,24,Quebec / Québec,0,0,0,0,1,1,0,0,0,0,0,0,0,1
5350311.03,311.03,535,Toronto,B,35535,35,Ontario,4,2,0,0,0,0,0,0,0,0,0,0,0,0
5350516.47,516.47,535,Toronto,B,35535,35,Ontario,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6020041,41,602,Winnipeg,B,46602,46,Manitoba,2,0,0,0,1,0,3,1,0,0,2,0,0,0
5350378.24,378.24,535,Toronto,B,35535,35,Ontario,3,1,0,0,0,0,2,0,0,0,1,0,0,0
5350361.02,361.02,535,Toronto,B,35535,35,Ontario,4,2,0,0,1,0,1,0,0,0,0,0,0,3
4590304,304,459,Saint-Jean-sur-Richelieu,K,24459,24,Quebec / Québec,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4620276,276,462,Montréal,B,24462,24,Quebec / Québec,1,1,0,0,1,0,5,1,1,0,0,2,0,0
6020141.01,141.01,602,Winnipeg,B,46602,46,Manitoba,2,0,0,0,0,0,1,0,0,0,0,0,0,1
5430009,9,543,Brantford,B,35543,35,Ontario,8,2,0,0,1,0,0,0,0,0,0,0,0,2
9250022,22,925,Kamloops,K,59925,59,British Columbia / Colombie-Britannique,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5350324.03,324.03,535,Toronto,B,35535,35,Ontario,2,4,0,0,3,0,3,0,0,0,2,1,3,5
5410108.02,108.02,541,Kitchener - Cambridge - Waterloo,B,35541,35,Ontario,4,0,0,0,3,1,2,1,0,0,0,0,0,0
8350165.01,165.01,835,Edmonton,B,48835,48,Alberta,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4620876.07,876.07,462,Montréal,B,24462,24,Quebec / Québec,0,2,0,0,0,0,1,0,0,0,0,0,0,0
5350412.02,412.02,535,Toronto,B,35535,35,Ontario,10,0,0,0,3,0,5,0,0,0,3,1,0,6
5050200.02,200.02,505,Ottawa - Gatineau (Ontario part / partie de l'Ontario),B,35505,35,Ontario,6,0,0,0,5,2,0,0,1,0,0,2,0,4
9380019,19,938,Nanaimo,K,59938,59,British Columbia / Colombie-Britannique,8,2,0,0,0,0,5,1,0,0,0,3,0,9
5950006,6,595,Thunder Bay,B,35595,35,Ontario,4,1,0,0,14,0,2,0,1,0,2,1,0,2
8350034,34,835,Edmonton,B,48835,48,Alberta,12,5,0,0,96,1,11,3,3,0,8,7,9,56
5350400.11,400.11,535,Toronto,B,35535,35,Ontario,6,0,0,0,0,0,1,0,0,0,0,1,0,0
4620053,53,462,Montréal,B,24462,24,Quebec / Québec,0,0,0,0,2,0,3,0,0,0,0,1,0,2
8350152,152,835,Edmonton,B,48835,48,Alberta,6,2,0,0,1,0,1,0,0,0,0,0,0,1
4620005,5,462,Montréal,B,24462,24,Quebec / Québec,2,0,0,0,0,0,3,0,0,0,0,0,0,2
4420303,303,442,Trois-Rivières,B,24442,24,Quebec / Québec,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4210330,330,421,Québec,B,24421,24,Quebec / Québec,1,0,0,0,0,0,3,0,0,0,0,0,0,2
6020121,121,602,Winnipeg,B,46602,46,Manitoba,3,0,0,0,1,0,2,0,0,0,2,0,0,0
5350562.07,562.07,535,Toronto,B,35535,35,Ontario,7,0,0,0,1,0,2,0,0,0,0,0,0,0
4210170.04,170.04,421,Québec,B,24421,24,Quebec / Québec,1,0,0,0,1,0,1,1,0,0,0,0,0,0
9330144.06,144.06,933,Vancouver,B,59933,59,British Columbia / Colombie-Britannique,2,0,0,0,1,0,2,0,0,0,0,1,0,0
8250046.02,46.02,825,Calgary,B,48825,48,Alberta,2,2,0,0,4,0,2,1,0,0,0,0,0,2
5350307.06,307.06,535,Toronto,B,35535,35,Ontario,0,0,0,0,0,0,3,0,0,0,1,0,0,1
9350156.01,156.01,935,Victoria,B,59935,59,British Columbia / Colombie-Britannique,6,1,0,0,1,0,0,0,0,0,0,1,0,1
9330170.07,170.07,933,Vancouver,B,59933,59,British Columbia / Colombie-Britannique,1,1,0,0,1,0,1,0,0,0,0,0,0,0
6020003,3,602,Winnipeg,B,46602,46,Manitoba,5,2,0,0,11,1,1,1,0,0,0,0,0,3
5350102.01,102.01,535,Toronto,B,35535,35,Ontario,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6020017,17,602,Winnipeg,B,46602,46,Manitoba,3,0,0,0,5,0,4,0,0,0,1,0,0,1
8350006.08,6.08,835,Edmonton,B,48835,48,Alberta,3,0,0,0,1,0,0,0,0,0,0,1,0,0
5370303.01,303.01,537,Hamilton,B,35537,35,Ontario,1,1,0,0,1,0,1,0,0,0,0,0,0,0
5350452.06,452.06,535,Toronto,B,35535,35,Ontario,2,0,0,0,0,0,0,0,0,0,0,0,0,0
5590170.01,170.01,559,Windsor,B,35559,35,Ontario,0,0,0,0,1,0,0,0,0,0,0,0,0,0
9330184.15,184.15,933,Vancouver,B,59933,59,British Columbia / Colombie-Britannique,1,1,0,0,1,0,0,0,0,0,0,0,0,0
8250077.14,77.14,825,Calgary,B,48825,48,Alberta,2,0,0,0,0,0,1,0,0,0,0,0,0,0
5750003,3,575,North Bay,K,35575,35,Ontario,10,0,0,0,2,0,1,0,0,0,0,1,0,3
5900012,12,590,Sault Ste. Marie,K,35590,35,Ontario,0,0,0,0,1,0,0,0,0,0,0,1,0,0
4620628.01,628.01,462,Montréal,B,24462,24,Quebec / Québec,3,1,0,0,1,0,3,0,0,0,1,3,0,3
9330403.03,403.03,933,Vancouver,B,59933,59,British Columbia / Colombie-Britannique,4,1,0,1,4,0,7,0,0,0,2,2,0,8
6020046,46,602,Winnipeg,B,46602,46,Manitoba,2,0,0,0,2,0,1,0,0,0,0,0,0,1
5590004,4,559,Windsor,B,35559,35,Ontario,2,0,0,0,4,1,4,0,0,0,1,0,0,1
9330502.01,502.01,933,Vancouver,B,59933,59,British Columbia / Colombie-Britannique,3,0,0,0,2,0,1,1,0,0,1,0,0,0
4620704.01,704.01,462,Montréal,B,24462,24,Quebec / Québec,0,0,0,0,2,0,6,0,1,0,1,0,0,2
7250006.04,6.04,725,Saskatoon,B,47725,47,Saskatchewan,4,7,0,0,0,0,0,0,0,0,0,0,0,0
8350005.1,5.1,835,Edmonton,B,48835,48,Alberta,2,0,0,0,0,0,2,0,0,0,0,0,0,1
5410101.01,101.01,541,Kitchener - Cambridge - Waterloo,B,35541,35,Ontario,3,1,0,0,3,1,1,0,0,0,0,0,0,0
8100014,14,810,Lethbridge,K,48810,48,Alberta,5,0,0,0,1,0,0,0,0,0,1,0,0,0
5320205,205,532,Oshawa,B,35532,35,Ontario,2,0,0,0,1,0,0,0,0,0,0,0,0,1
4620876.06,876.06,462,Montréal,B,24462,24,Quebec / Québec,0,0,0,0,0,2,1,0,0,0,0,0,0,0
5390332,332,539,St. Catharines - Niagara,B,35539,35,Ontario,8,0,0,0,1,0,1,0,0,0,0,2,0,5
5350400.03,400.03,535,Toronto,B,35535,35,Ontario,0,0,0,0,3,0,1,0,0,1,0,0,0,0
9330144.03,144.03,933,Vancouver,B,59933,59,British Columbia / Colombie-Britannique,1,0,0,0,0,0,0,0,0,0,0,1,0,0
5050170.09,170.09,505,Ottawa - Gatineau (Ontario part / partie de l'Ontario),B,35505,35,Ontario,4,0,0,0,1,0,1,0,0,1,1,0,0,2
6020560.05,560.05,602,Winnipeg,B,46602,46,Manitoba,2,0,0,0,0,0,1,0,0,0,1,0,0,0
5550140,140,555,London,B,35555,35,Ontario,5,0,0,0,2,0,0,1,0,0,0,0,0,5
5050613.05,613.05,505,Ottawa - Gatineau (partie du Québec / Quebec part),B,24505,24,Quebec / Québec,1,0,0,0,1,0,3,0,0,0,0,0,0,0
5410121,121,541,Kitchener - Cambridge - Waterloo,B,35541,35,Ontario,6,0,0,0,0,0,1,0,0,1,0,0,0,1
5320202.03,202.03,532,Oshawa,B,35532,35,Ontario,5,1,0,0,0,0,1,0,1,0,0,0,0,3
6020590.02,590.02,602,Winnipeg,B,46602,46,Manitoba,6,0,0,0,0,0,1,0,0,0,0,1,0,3
5350358.02,358.02,535,Toronto,B,35535,35,Ontario,2,2,0,0,0,0,1,0,0,0,0,0,0,1
5550033,33,555,London,B,35555,35,Ontario,7,1,0,0,5,0,7,0,0,0,0,0,1,0
3200022,22,320,Fredericton,K,13320,13,New Brunswick / Nouveau-Brunswick,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9330061,61,933,Vancouver,B,59933,59,British Columbia / Colombie-Britannique,0,0,0,0,0,0,0,0,0,0,1,0,0,1
9330060.01,60.01,933,Vancouver,B,59933,59,British Columbia / Colombie-Britannique,0,0,0,0,1,0,2,0,0,0,1,0,0,0
7250021.04,21.04,725,Saskatoon,B,47725,47,Saskatchewan,1,3,0,0,1,0,1,0,0,0,0,0,1,0
9300024,24,930,Chilliwack,K,59930,59,British Columbia / Colombie-Britannique,3,1,0,0,0,0,2,0,0,0,0,0,0,0
8250076.02,76.02,825,Calgary,B,48825,48,Alberta,6,2,0,0,1,0,3,0,0,0,0,1,0,2
5350189,189,535,Toronto,B,35535,35,Ontario,2,1,0,0,3,0,2,0,0,0,0,0,0,0
5550048,48,555,London,B,35555,35,Ontario,0,0,0,0,1,0,1,0,0,1,0,0,0,0
5320105.11,105.11,532,Oshawa,B,35532,35,Ontario,5,0,0,0,4,0,1,0,1,0,1,1,0,2
4620658.03,658.03,462,Montréal,B,24462,24,Quebec / Québec,6,0,0,0,4,0,4,0,1,0,0,0,0,3
5350592.02,592.02,535,Toronto,B,35535,35,Ontario,6,0,0,0,0,0,1,0,0,0,0,0,0,0
5350576.42,576.42,535,Toronto,B,35535,35,Ontario,5,0,0,0,4,0,3,0,0,0,0,0,0,0
4210102,102,421,Québec,B,24421,24,Quebec / Québec,1,0,0,0,1,0,3,1,1,0,4,0,0,1
4210820.03,820.03,421,Québec,B,24421,24,Quebec / Québec,0,0,0,0,1,0,3,0,0,0,0,0,0,2
4620829,829,462,Montréal,B,24462,24,Quebec / Québec,4,0,0,0,6,0,5,1,0,0,1,1,0,4
8250038.15,38.15,825,Calgary,B,48825,48,Alberta,2,0,0,0,1,0,5,0,0,0,2,0,0,0
5350012.01,12.01,535,Toronto,B,35535,35,Ontario,2,1,0,0,0,0,1,0,0,0,0,0,0,1
5410126.02,126.02,541,Kitchener - Cambridge - Waterloo,B,35541,35,Ontario,2,0,0,0,2,0,3,1,0,0,3,0,0,2
8350006.15,6.15,835,Edmonton,B,48835,48,Alberta,5,1,0,0,2,0,3,0,0,0,0,0,0,4
9250100,100,925,Kamloops,K,59925,59,British Columbia / Colombie-Britannique,2,0,0,0,0,0,0,0,1,0,0,2,0,7
5800193.03,193.03,580,Greater Sudbury / Grand Sudbury,B,35580,35,Ontario,2,0,0,0,1,0,1,0,0,0,0,0,0,5
8350058,58,835,Edmonton,B,48835,48,Alberta,10,0,0,0,0,0,2,2,0,0,2,0,0,2
5050011.04,11.04,505,Ottawa - Gatineau (Ontario part / partie de l'Ontario),B,35505,35,Ontario,9,0,0,0,1,0,0,0,0,0,0,1,0,0
4210840.01,840.01,421,Québec,B,24421,24,Quebec / Québec,2,0,0,0,6,0,7,1,0,0,1,0,0,0
5050613.01,613.01,505,Ottawa - Gatineau (partie du Québec / Quebec part),B,24505,24,Quebec / Québec,5,0,0,0,0,0,0,0,0,0,0,0,0,0
9350160.03,160.03,935,Victoria,B,59935,59,British Columbia / Colombie-Britannique,1,0,0,0,2,0,1,0,0,0,0,1,1,0
4620640,640,462,Montréal,B,24462,24,Quebec / Québec,1,2,0,0,1,0,4,0,0,0,0,0,0,1
4620149,149,462,Montréal,B,24462,24,Quebec / Québec,4,0,0,0,4,0,3,0,0,0,1,0,0,0
5350562.09,562.09,535,Toronto,B,35535,35,Ontario,2,0,0,0,0,0,1,0,0,0,0,0,0,0
9330041.01,41.01,933,Vancouver,B,59933,59,British Columbia / Colombie-Britannique,6,3,0,0,5,0,3,0,1,0,2,1,0,0
5350089,89,535,Toronto,B,35535,35,Ontario,5,4,0,0,25,3,4,0,0,0,2,1,0,7
4620857.07,857.07,462,Montréal,B,24462,24,Quebec / Québec,1,0,0,0,0,0,1,0,1,0,0,0,0,2
5350103,103,535,Toronto,B,35535,35,Ontario,11,6,0,0,1,0,1,0,0,0,1,0,0,0
9330283,283,933,Vancouver,B,59933,59,British Columbia / Colombie-Britannique,7,0,0,0,5,3,4,2,1,0,1,0,0,1
9330225.02,225.02,933,Vancouver,B,59933,59,British Columbia / Colombie-Britannique,5,1,0,3,3,1,8,1,0,0,3,1,0,0
5050601.02,601.02,505,Ottawa - Gatineau (partie du Québec / Quebec part),B,24505,24,Quebec / Québec,0,0,0,0,2,0,5,0,0,0,0,0,0,2
5350441.04,441.04,535,Toronto,B,35535,35,Ontario,6,0,0,0,2,0,1,0,0,0,1,0,2,1
5620002,2,562,Sarnia,K,35562,35,Ontario,3,0,0,0,2,0,1,0,0,0,0,0,0,1
4210270.01,270.01,421,Québec,B,24421,24,Quebec / Québec,0,0,0,0,1,0,4,0,0,0,0,0,0,1
10004,4,1,St. John's,B,10001,10,Newfoundland and Labrador / Terre-Neuve-et-Labrador,0,4,0,0,4,2,10,0,0,0,1,0,2,14
5350401.11,401.11,535,Toronto,B,35535,35,Ontario,5,0,0,0,0,1,1,0,0,0,0,0,0,0
7250012.09,12.09,725,Saskatoon,B,47725,47,Saskatchewan,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4210041.07,41.07,421,Québec,B,24421,24,Quebec / Québec,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5390020,20,539,St. Catharines - Niagara,B,35539,35,Ontario,3,0,0,0,1,0,0,1,0,0,0,0,0,4
8350077.01,77.01,835,Edmonton,B,48835,48,Alberta,5,0,0,0,0,0,0,0,0,0,0,0,0,1
6020037,37,602,Winnipeg,B,46602,46,Manitoba,5,0,0,0,1,0,2,0,0,0,1,0,0,1
5350516.06,516.06,535,Toronto,B,35535,35,Ontario,3,1,0,0,0,0,0,0,0,0,0,0,0,0
5050020.01,20.01,505,Ottawa - Gatineau (Ontario part / partie de l'Ontario),B,35505,35,Ontario,5,2,0,0,2,1,5,0,0,0,1,0,0,3
5050170.11,170.11,505,Ottawa - Gatineau (Ontario part / partie de l'Ontario),B,35505,35,Ontario,2,0,0,0,2,0,1,0,0,0,0,0,0,3
